"osm_id","name","length","highway","has_cycleway","cycleway_typology","relation_id","geojson","lastupdated","city_id","dual_carriageway","pdc_typology"
144357703,Ponte do Janga,0.045955155,primary,false,none,53,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/144357703"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8308463, -7.9573813], [-34.8308223, -7.9577939]]}, ""properties"": {""id"": ""way/144357703"", ""lit"": ""yes"", ""ref"": ""PE-001"", ""name"": ""Ponte do Janga"", ""lanes"": ""2"", ""layer"": ""1"", ""bridge"": ""yes"", ""oneway"": ""yes"", ""highway"": ""primary"", ""surface"": ""asphalt"", ""alt_name"": ""Avenida Governador Carlos de Lima Cavalcante"", ""maxspeed"": ""60"", ""description"": ""Divisa de Olinda e Paulista""}}]}",,2610707,false,Ciclovia
533060319,Avenida Governador Carlos de Lima Cavalcanti,0.084422305,primary,false,none,53,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/533060319"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8308223, -7.9577939], [-34.8307916, -7.9583913], [-34.830744, -7.9585453]]}, ""properties"": {""id"": ""way/533060319"", ""ref"": ""PE-001"", ""name"": ""Avenida Governador Carlos de Lima Cavalcanti"", ""lanes"": ""4"", ""oneway"": ""yes"", ""highway"": ""primary"", ""surface"": ""paved"", ""alt_name"": ""Avenida Governador Carlos de Lima Cavalcante"", ""maxspeed"": ""60""}}]}",,2610707,false,Ciclovia
715623016,Avenida Doutor Cláudio José Gueiros Leite,0.20846988,primary,false,none,53,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/715623016"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8305413, -7.9555722], [-34.830645, -7.9557246], [-34.8307589, -7.9560146], [-34.8308357, -7.9562857], [-34.83087, -7.9565788], [-34.8308745, -7.9568242], [-34.8308463, -7.9573813]]}, ""properties"": {""id"": ""way/715623016"", ""lit"": ""yes"", ""ref"": ""PE-001"", ""name"": ""Avenida Doutor Cláudio José Gueiros Leite"", ""lanes"": ""2"", ""oneway"": ""yes"", ""highway"": ""primary"", ""surface"": ""asphalt"", ""alt_name"": ""Avenida Governador Carlos de Lima Cavalcante"", ""maxspeed"": ""60""}}]}",,2610707,false,Ciclovia
728918141,Avenida Doutor Cláudio José Gueiros Leite,0.012682307,primary,false,none,53,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/728918141"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8249535, -7.9408099], [-34.8249515, -7.9407641], [-34.8249524, -7.9407303], [-34.8249524, -7.9406959]]}, ""properties"": {""id"": ""way/728918141"", ""lit"": ""yes"", ""ref"": ""PE-001"", ""name"": ""Avenida Doutor Cláudio José Gueiros Leite"", ""lanes"": ""4"", ""layer"": ""1"", ""bridge"": ""yes"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""asphalt"", ""maxspeed"": ""60""}}]}",,2610707,false,Ciclovia
728918142,Avenida Doutor Cláudio José Gueiros Leite,1.6185589,primary,false,none,53,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/728918142"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8302242, -7.9549627], [-34.8299308, -7.954387], [-34.8296146, -7.9537932], [-34.8293295, -7.9532756], [-34.8293088, -7.9532347], [-34.8292479, -7.9531205], [-34.8290206, -7.9526462], [-34.828696, -7.952046], [-34.8282887, -7.9512791], [-34.8281029, -7.9509281], [-34.8280774, -7.950877], [-34.827847, -7.9504727], [-34.8277281, -7.9502788], [-34.8275152, -7.9499186], [-34.8274809, -7.9498617], [-34.8273565, -7.9496503], [-34.8273527, -7.9496438], [-34.8268164, -7.9487354], [-34.8267649, -7.9486498], [-34.8265348, -7.9482605], [-34.8263705, -7.9478508], [-34.8262914, -7.9476741], [-34.8262522, -7.9475755], [-34.8262383, -7.9475371], [-34.8258968, -7.9465833], [-34.8256101, -7.9457602], [-34.8255303, -7.9454693], [-34.8255202, -7.9454341], [-34.8255118, -7.9454011], [-34.8254553, -7.9452176], [-34.8252721, -7.9445342], [-34.8251915, -7.9440256], [-34.8251337, -7.9436717], [-34.8249975, -7.9431993], [-34.8249748, -7.9430169], [-34.8249533, -7.9428218], [-34.8249519, -7.9427743], [-34.8249502, -7.9427338], [-34.8249447, -7.9424069], [-34.8249435, -7.941988], [-34.8249382, -7.9415815]]}, ""properties"": {""id"": ""way/728918142"", ""lit"": ""yes"", ""ref"": ""PE-001"", ""name"": ""Avenida Doutor Cláudio José Gueiros Leite"", ""lanes"": ""4"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""asphalt"", ""maxspeed"": ""60""}}]}",,2610707,false,Ciclovia
734502896,Avenida Governador Carlos de Lima Cavalcanti,0.084274754,primary,false,none,53,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/734502896"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.830744, -7.9585453], [-34.8307113, -7.9583888], [-34.8307356, -7.9577912]]}, ""properties"": {""id"": ""way/734502896"", ""lit"": ""yes"", ""ref"": ""PE-001"", ""name"": ""Avenida Governador Carlos de Lima Cavalcanti"", ""lanes"": ""4"", ""oneway"": ""yes"", ""highway"": ""primary"", ""surface"": ""asphalt"", ""alt_name"": ""Avenida Governador Carlos de Lima Cavalcante"", ""maxspeed"": ""60""}}]}",,2610707,false,Ciclovia
734502897,Avenida Doutor Cláudio José Gueiros Leite,0.2039907,primary,false,none,53,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/734502897"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8307618, -7.9573734], [-34.8307828, -7.9568238], [-34.8307828, -7.9566693], [-34.8307686, -7.9564558], [-34.8307389, -7.9562934], [-34.8306969, -7.9561429], [-34.8305588, -7.9557543], [-34.8305413, -7.9555722]]}, ""properties"": {""id"": ""way/734502897"", ""lit"": ""yes"", ""ref"": ""PE-001"", ""name"": ""Avenida Doutor Cláudio José Gueiros Leite"", ""lanes"": ""2"", ""oneway"": ""yes"", ""highway"": ""primary"", ""surface"": ""asphalt"", ""alt_name"": ""Avenida Governador Carlos de Lima Cavalcante"", ""maxspeed"": ""60""}}]}",,2610707,false,Ciclovia
734502898,Ponte do Janga,0.046546813,primary,false,none,53,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/734502898"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8307356, -7.9577912], [-34.8307618, -7.9573734]]}, ""properties"": {""id"": ""way/734502898"", ""lit"": ""yes"", ""ref"": ""PE-001"", ""name"": ""Ponte do Janga"", ""lanes"": ""2"", ""layer"": ""1"", ""bridge"": ""yes"", ""oneway"": ""yes"", ""highway"": ""primary"", ""surface"": ""asphalt"", ""alt_name"": ""Avenida Governador Carlos de Lima Cavalcante"", ""maxspeed"": ""60"", ""description"": ""Divisa de Olinda e Paulista""}}]}",,2610707,false,Ciclovia
734502899,Avenida Governador Carlos de Lima Cavalcanti,0.1148654,primary,false,none,53,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/734502899"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8306855, -7.9595765], [-34.8306855, -7.9594727], [-34.830744, -7.9585453]]}, ""properties"": {""id"": ""way/734502899"", ""ref"": ""PE-001"", ""name"": ""Avenida Governador Carlos de Lima Cavalcanti"", ""lanes"": ""4"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""paved"", ""alt_name"": ""Avenida Governador Carlos de Lima Cavalcante""}}]}",,2609600,false,Ciclovia
734502900,Avenida Doutor Cláudio José Gueiros Leite,0.076240964,primary,false,none,53,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/734502900"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8305413, -7.9555722], [-34.8302242, -7.9549627]]}, ""properties"": {""id"": ""way/734502900"", ""lit"": ""yes"", ""ref"": ""PE-001"", ""name"": ""Avenida Doutor Cláudio José Gueiros Leite"", ""lanes"": ""4"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""asphalt"", ""alt_name"": ""Avenida Governador Carlos de Lima Cavalcante"", ""maxspeed"": ""60""}}]}",,2610707,false,Ciclovia
966584044,Avenida Doutor Cláudio José Gueiros Leite,0.07015334,primary,false,none,53,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/966584044"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.824942, -7.9414407], [-34.8249531, -7.9408411], [-34.8249535, -7.9408099]]}, ""properties"": {""id"": ""way/966584044"", ""lit"": ""yes"", ""ref"": ""PE-001"", ""name"": ""Avenida Doutor Cláudio José Gueiros Leite"", ""lanes"": ""4"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""asphalt"", ""maxspeed"": ""60""}}]}",,2610707,false,Ciclovia
966584045,Avenida Doutor Cláudio José Gueiros Leite,0.01566186,primary,false,none,53,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/966584045"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8249382, -7.9415815], [-34.824942, -7.9414407]]}, ""properties"": {""id"": ""way/966584045"", ""lit"": ""yes"", ""ref"": ""PE-001"", ""name"": ""Avenida Doutor Cláudio José Gueiros Leite"", ""lanes"": ""4"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""asphalt"", ""maxspeed"": ""60""}}]}",,2610707,false,Ciclovia
1183583040,Avenida Doutor Cláudio José Gueiros Leite,0.30361256,primary,false,none,53,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/1183583040"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8249524, -7.9406959], [-34.8249534, -7.9406466], [-34.8249603, -7.9400946], [-34.824973, -7.9398226], [-34.8249418, -7.9391396], [-34.8249208, -7.938966], [-34.8249013, -7.9387287], [-34.8248725, -7.9384482], [-34.8248379, -7.9380771], [-34.8248321, -7.9379717]]}, ""properties"": {""id"": ""way/1183583040"", ""lit"": ""yes"", ""ref"": ""PE-001"", ""name"": ""Avenida Doutor Cláudio José Gueiros Leite"", ""lanes"": ""4"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""asphalt"", ""maxspeed"": ""60""}}]}",,2610707,false,Ciclovia
144357704,Avenida Doutor Cláudio José Gueiros Leite,2.2227807,primary,false,none,54,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/144357704"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8248321, -7.9379717], [-34.8247648, -7.9373806], [-34.8247635, -7.9373506], [-34.8247008, -7.936748], [-34.8246787, -7.9365561], [-34.8246494, -7.936394], [-34.8245792, -7.9358548], [-34.824574, -7.9358324], [-34.8245292, -7.9356394], [-34.8244789, -7.9354286], [-34.8244761, -7.9354158], [-34.8244563, -7.9353269], [-34.8244192, -7.9351739], [-34.8242416, -7.9344551], [-34.8238284, -7.932776], [-34.8236092, -7.9318886], [-34.8234059, -7.9310657], [-34.8232115, -7.9304552], [-34.8230851, -7.9300584], [-34.8230461, -7.9299424], [-34.8230248, -7.9298809], [-34.822944, -7.9296338], [-34.8226248, -7.9287346], [-34.8224672, -7.9282837], [-34.8224585, -7.9282551], [-34.8224227, -7.9281555], [-34.8222195, -7.927559], [-34.8221475, -7.9273139], [-34.822062, -7.9270505], [-34.8219836, -7.9267783], [-34.8219255, -7.9265767], [-34.8219012, -7.9265064], [-34.821849, -7.9263098], [-34.8217818, -7.9260853], [-34.8217215, -7.9258874], [-34.8216505, -7.9256437], [-34.8215955, -7.925463], [-34.8215244, -7.9252145], [-34.8214494, -7.9249362], [-34.8214179, -7.9248045], [-34.8213896, -7.9245717], [-34.8213762, -7.924395], [-34.8213219, -7.9233145], [-34.8212224, -7.9221311], [-34.821163, -7.9214348], [-34.8211402, -7.9208737], [-34.8211127, -7.9204304], [-34.8211066, -7.9203316], [-34.8210745, -7.9199678], [-34.8210691, -7.9198562], [-34.8210408, -7.9195883], [-34.8210329, -7.9194046], [-34.8209575, -7.9184916], [-34.8209559, -7.9184585]]}, ""properties"": {""id"": ""way/144357704"", ""lit"": ""yes"", ""ref"": ""PE-001"", ""name"": ""Avenida Doutor Cláudio José Gueiros Leite"", ""lanes"": ""4"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""asphalt"", ""maxspeed"": ""60""}}]}",,2610707,false,Ciclovia
134101982,Avenida Coronel Frederico Lundgren,0.057861764,primary,false,none,170,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/134101982"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8329895, -7.9688116], [-34.83342, -7.9686373], [-34.833475, -7.9686127]]}, ""properties"": {""id"": ""way/134101982"", ""name"": ""Avenida Coronel Frederico Lundgren"", ""lanes"": ""2"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""paved""}}]}",,2609600,false,Ciclofaixa
134101983,Avenida Coronel Frederico Lundgren,0.020136286,primary,false,none,170,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/134101983"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.833475, -7.9686127], [-34.8335346, -7.9685893], [-34.833645, -7.968546]]}, ""properties"": {""id"": ""way/134101983"", ""name"": ""Avenida Coronel Frederico Lundgren"", ""lanes"": ""2"", ""layer"": ""1"", ""bridge"": ""yes"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""paved""}}]}",,2609600,false,Ciclofaixa
134101986,Avenida Coronel Frederico Lundgren,0.2107352,primary,false,none,170,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/134101986"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.833645, -7.968546], [-34.8338096, -7.9684829], [-34.8341995, -7.9683371], [-34.8343409, -7.9682904], [-34.8348451, -7.9681238], [-34.8351748, -7.9680247], [-34.8354538, -7.967929]]}, ""properties"": {""id"": ""way/134101986"", ""name"": ""Avenida Coronel Frederico Lundgren"", ""lanes"": ""2"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""paved""}}]}",,2609600,false,Ciclofaixa
134102321,Avenida Coronel Frederico Lundgren,0.014987053,primary,false,none,170,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/134102321"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8421188, -7.9629768], [-34.8422245, -7.9628919]]}, ""properties"": {""id"": ""way/134102321"", ""name"": ""Avenida Coronel Frederico Lundgren"", ""lanes"": ""4"", ""layer"": ""1"", ""bridge"": ""yes"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""paved"", ""alt_name"": ""Avenida Coronel Frederico Lundgren;Avenida Brasil""}}]}",,2609600,false,Ciclofaixa
138531846,Avenida Brasil,0.38577622,primary,false,none,170,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/138531846"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8422847, -7.9628435], [-34.8426251, -7.9625722], [-34.8429743, -7.9622938], [-34.8431002, -7.9621935], [-34.8432717, -7.9620568], [-34.8433137, -7.9620233], [-34.8436533, -7.9617526], [-34.8439185, -7.9615412], [-34.843989, -7.961485], [-34.8441072, -7.9613908], [-34.8443416, -7.9612039], [-34.8445407, -7.9610452], [-34.8450137, -7.9606682]]}, ""properties"": {""id"": ""way/138531846"", ""name"": ""Avenida Brasil"", ""lanes"": ""4"", ""highway"": ""primary"", ""surface"": ""paved""}}]}",,2609600,false,Ciclofaixa
138531851,Avenida Coronel Frederico Lundgren,0.34803614,primary,false,none,170,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/138531851"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8381554, -7.9670651], [-34.8383707, -7.967002], [-34.83849, -7.9669681], [-34.8385866, -7.9669349], [-34.8387013, -7.9668904], [-34.83883, -7.966828], [-34.8388997, -7.9667735], [-34.8391043, -7.9666049], [-34.8392944, -7.9664518], [-34.8396447, -7.9661274], [-34.8397567, -7.9660098], [-34.839801, -7.965962], [-34.8398439, -7.965895], [-34.8399404, -7.9657316], [-34.8400612, -7.965525], [-34.8401852, -7.9653432], [-34.8403743, -7.9649931]]}, ""properties"": {""id"": ""way/138531851"", ""name"": ""Avenida Coronel Frederico Lundgren"", ""lanes"": ""2"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""paved""}}]}",,2609600,false,Ciclofaixa
138531860,Avenida Brasil,0.16558488,primary,false,none,170,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/138531860"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8485571, -7.9579461], [-34.848896, -7.9577022], [-34.8489037, -7.9576964], [-34.8490016, -7.9576262], [-34.8490515, -7.9575902], [-34.8493181, -7.9573913], [-34.8493621, -7.9573611], [-34.8494169, -7.9573226], [-34.8497743, -7.957072]]}, ""properties"": {""id"": ""way/138531860"", ""name"": ""Avenida Brasil"", ""lanes"": ""4"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""paved""}}]}",,2609600,false,Ciclofaixa
342772111,Avenida Coronel Frederico Lundgren,0.13455044,residential,false,none,170,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/342772111"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.831297, -7.9691742], [-34.8316645, -7.9691443], [-34.831802, -7.969125], [-34.8318945, -7.9691084], [-34.8324983, -7.968968]]}, ""properties"": {""id"": ""way/342772111"", ""name"": ""Avenida Coronel Frederico Lundgren"", ""oneway"": ""yes"", ""highway"": ""residential"", ""alt_name"": ""Rua Coronel Frederico Lundgren""}}]}",,2609600,false,Ciclofaixa
342772115,Avenida Coronel Frederico Lundgren,0.05681859,primary,false,none,170,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/342772115"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8324983, -7.968968], [-34.8326629, -7.9689152], [-34.8329895, -7.9688116]]}, ""properties"": {""id"": ""way/342772115"", ""name"": ""Avenida Coronel Frederico Lundgren"", ""lanes"": ""2"", ""oneway"": ""yes"", ""highway"": ""primary"", ""surface"": ""paved""}}]}",,2609600,false,Ciclofaixa
713698028,Avenida Coronel Frederico Lundgren,0.24527809,primary,false,none,170,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/713698028"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8406361, -7.9645864], [-34.8407726, -7.9643323], [-34.8408939, -7.9641232], [-34.840914, -7.9640901], [-34.8409731, -7.963993], [-34.8411354, -7.9638191], [-34.841351, -7.9636192], [-34.8413612, -7.9636108], [-34.8414995, -7.9634886], [-34.8417167, -7.9633044], [-34.8418716, -7.9631755], [-34.8421188, -7.9629768]]}, ""properties"": {""id"": ""way/713698028"", ""name"": ""Avenida Coronel Frederico Lundgren"", ""lanes"": ""4"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""paved"", ""alt_name"": ""Avenida Coronel Frederico Lundgren;Avenida Brasil""}}]}",,2609600,false,Ciclofaixa
738615954,Avenida Brasil,0.008538921,primary,false,none,170,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/738615954"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8422245, -7.9628919], [-34.8422847, -7.9628435]]}, ""properties"": {""id"": ""way/738615954"", ""name"": ""Avenida Brasil"", ""lanes"": ""4"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""paved""}}]}",,2609600,false,Ciclofaixa
816364154,Avenida Coronel Frederico Lundgren,0.3127506,primary,false,none,170,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/816364154"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8354538, -7.967929], [-34.8357217, -7.9678547], [-34.8361102, -7.9677305], [-34.836363, -7.9676441], [-34.83652, -7.967593], [-34.836764, -7.967512], [-34.8371744, -7.9673838], [-34.8374259, -7.9672929], [-34.8378002, -7.9671613], [-34.8378582, -7.9671428], [-34.8380287, -7.9670976], [-34.8381554, -7.9670651]]}, ""properties"": {""id"": ""way/816364154"", ""name"": ""Avenida Coronel Frederico Lundgren"", ""lanes"": ""2"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""paved""}}]}",,2609600,false,Ciclofaixa
816364181,Avenida Coronel Frederico Lundgren,0.028453019,primary,false,none,170,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/816364181"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8403743, -7.9649931], [-34.8405133, -7.9647774]]}, ""properties"": {""id"": ""way/816364181"", ""name"": ""Avenida Coronel Frederico Lundgren"", ""lanes"": ""4"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""paved""}}]}",,2609600,false,Ciclofaixa
816364182,Avenida Brasil,0.49387157,primary,false,none,170,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/816364182"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8450137, -7.9606682], [-34.8454054, -7.9603762], [-34.8455824, -7.960236], [-34.8456645, -7.9601728], [-34.8457456, -7.9601086], [-34.8459293, -7.9599676], [-34.8459775, -7.9599289], [-34.8460229, -7.9598936], [-34.8462438, -7.9597278], [-34.8468009, -7.9592999], [-34.8470443, -7.9591039], [-34.8470651, -7.9590874], [-34.8472911, -7.9589131], [-34.8473328, -7.9588817], [-34.8476443, -7.9586474], [-34.8479254, -7.9584307], [-34.848209, -7.9582121], [-34.8485571, -7.9579461]]}, ""properties"": {""id"": ""way/816364182"", ""name"": ""Avenida Brasil"", ""lanes"": ""4"", ""highway"": ""primary"", ""surface"": ""paved""}}]}",,2609600,false,Ciclofaixa
816364184,Avenida Brasil,0.32200605,primary,false,none,170,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/816364184"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8497743, -7.957072], [-34.8502712, -7.9567134], [-34.8503558, -7.9566475], [-34.8507124, -7.9563803], [-34.8507753, -7.9563123], [-34.8508132, -7.9562693], [-34.8508439, -7.9562021], [-34.8508558, -7.9561411], [-34.8508685, -7.9559197], [-34.8508729, -7.9558401], [-34.8508943, -7.9553227], [-34.8509172, -7.9546901]]}, ""properties"": {""id"": ""way/816364184"", ""name"": ""Avenida Brasil"", ""lanes"": ""4"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""paved""}}]}",,2609600,false,Ciclofaixa
966828129,Avenida Coronel Frederico Lundgren,0.02517809,primary,false,none,170,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/966828129"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8405133, -7.9647774], [-34.8406361, -7.9645864]]}, ""properties"": {""id"": ""way/966828129"", ""name"": ""Avenida Coronel Frederico Lundgren"", ""lanes"": ""4"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""paved""}}]}",,2609600,false,Ciclofaixa
138531844,Avenida Brasil,0.23848414,primary,false,none,179,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/138531844"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8668732, -7.9429058], [-34.8667572, -7.9428799], [-34.8667143, -7.9428729], [-34.866673, -7.9428739], [-34.8666408, -7.9428779], [-34.8665681, -7.9428925], [-34.866145, -7.9430851], [-34.8658969, -7.9431993], [-34.8656514, -7.9432857], [-34.8654369, -7.9433295], [-34.8651267, -7.9433448], [-34.8648026, -7.9433778]]}, ""properties"": {""id"": ""way/138531844"", ""name"": ""Avenida Brasil"", ""lanes"": ""2"", ""oneway"": ""yes"", ""highway"": ""primary"", ""surface"": ""paved"", ""alt_name"": ""Rua Um""}}]}",,2610707,false,Ciclofaixa
138531855,Avenida Brasil,0.1932537,primary,false,none,179,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/138531855"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8648026, -7.9433778], [-34.8651064, -7.9433023], [-34.8653919, -7.9432053], [-34.8655723, -7.9431316], [-34.8657748, -7.9430439], [-34.8660095, -7.9428845], [-34.8661597, -7.9427623], [-34.8661959, -7.9427258], [-34.8662174, -7.942672], [-34.8662308, -7.9426123], [-34.8662375, -7.9425405]]}, ""properties"": {""id"": ""way/138531855"", ""name"": ""Avenida Brasil"", ""lanes"": ""2"", ""oneway"": ""yes"", ""highway"": ""primary"", ""surface"": ""paved""}}]}",,2610707,false,Ciclofaixa
138531858,Avenida Brasil,2.0906076,primary,false,none,179,"{""type"": ""FeatureCollection"", ""features"": [{""id"": ""way/138531858"", ""type"": ""Feature"", ""geometry"": {""type"": ""LineString"", ""coordinates"": [[-34.8509375, -7.9541627], [-34.8509402, -7.9539755], [-34.8509664, -7.9536523], [-34.8509731, -7.95362], [-34.8509865, -7.9535723], [-34.8510682, -7.9533044], [-34.8511572, -7.9529956], [-34.851365, -7.9522818], [-34.8515733, -7.9516124], [-34.8517998, -7.9508599], [-34.8519011, -7.9504823], [-34.8519563, -7.9502991], [-34.8520437, -7.9500539], [-34.8521681, -7.9497159], [-34.8522784, -7.9495297], [-34.8524187, -7.9493739], [-34.852497, -7.9492979], [-34.8525983, -7.9492214], [-34.8528486, -7.9490711], [-34.8531482, -7.9489054], [-34.8533243, -7.9488035], [-34.8537939, -7.9485505], [-34.8542364, -7.9483113], [-34.8544818, -7.948196], [-34.8551146, -7.9479613], [-34.8556233, -7.9477804], [-34.8557646, -7.9477302], [-34.8560103, -7.9476289], [-34.8561888, -7.9475277], [-34.8563866, -7.9474104], [-34.8564829, -7.9473519], [-34.8565863, -7.9472886], [-34.8567665, -7.9471737], [-34.8576478, -7.9466128], [-34.8580326, -7.9463671], [-34.858396, -7.9461325], [-34.8587713, -7.9458881], [-34.8589599, -7.9457716], [-34.8591452, -7.9456572], [-34.8595474, -7.9454194], [-34.8597467, -7.9453058], [-34.8599742, -7.9451776], [-34.8603313, -7.9449579], [-34.8607336, -7.9447401], [-34.8609535, -7.9446259], [-34.8611185, -7.9445315], [-34.8612191, -7.9444839], [-34.8613191, -7.9444433], [-34.8614075, -7.9444067], [-34.8615637, -7.9443496], [-34.8617735, -7.944269], [-34.861933, -7.9442144], [-34.8619902, -7.9441982], [-34.8624261, -7.9440454], [-34.8628539, -7.9438807], [-34.8632978, -7.943732], [-34.8636895, -7.9436126], [-34.8646107, -7.9434105], [-34.8648026, -7.9433778]]}, ""properties"": {""id"": ""way/138531858"", ""name"": ""Avenida Brasil"", ""lanes"": ""2"", ""oneway"": ""no"", ""highway"": ""primary"", ""surface"": ""paved""}}]}",,2610707,false,Ciclofaixa
